Series Name,Series Code,Country Name,Country Code,2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,"Yemen, Rep.",YEM,..,6.4,..,..,6.6,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Zambia,ZMB,..,..,..,..,49.8,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Zimbabwe,ZWE,..,..,56.2,..,..,..,..,42.5,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Afghanistan,AFG,..,..,..,..,..,4.7,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Albania,ALB,..,..,..,..,11.7,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Algeria,DZA,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,American Samoa,ASM,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Andorra,AND,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Angola,AGO,..,13.5,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Antigua and Barbuda,ATG,..,17.5,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Arab World,ARB,..,..,..,..,..,..,..,..,4.7,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Argentina,ARG,..,9.2,..,..,..,..,..,..,8,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Armenia,ARM,13.5,..,..,..,19.1,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Aruba,ABW,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Austria,AUT,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Azerbaijan,AZE,4.7,..,..,..,2.4,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,"Bahamas, The",BHS,..,33.2,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Bahrain,BHR,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Bangladesh,BGD,..,..,..,..,4.8,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Barbados,BRB,..,25.4,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Belarus,BLR,..,..,..,..,32.7,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Belgium,BEL,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Belize,BLZ,..,25.5,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Benin,BEN,26.9,..,..,..,..,..,..,25.9,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Bhutan,BTN,..,..,..,..,..,..,26.3,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Bolivia,BOL,..,21.7,..,..,..,..,..,..,26.3,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Bosnia and Herzegovina,BIH,13.5,..,..,..,24.1,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Botswana,BWA,..,16.5,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Brazil,BRA,19.4,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Brunei Darussalam,BRN,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Bulgaria,BGR,25.7,..,..,..,23.9,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Burkina Faso,BFA,11.3,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Burundi,BDI,..,..,..,..,..,16.3,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Cabo Verde,CPV,16.7,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Cambodia,KHM,..,..,..,..,..,..,..,57.3,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Cameroon,CMR,10,..,..,..,..,..,..,22.9,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Caribbean small states,CSS,..,..,..,..,..,..,..,..,23.8615384615385,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Central African Republic,CAF,..,..,12.1,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Central Europe and the Baltics,CEB,..,..,..,..,..,..,..,..,20.5363636363636,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Chad,TCD,6.8,..,..,..,..,..,..,..,..,12
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Chile,CHL,..,4.5,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,China,CHN,..,..,..,17.5,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Colombia,COL,..,12.1,..,..,..,..,..,..,18.9,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Comoros,COM,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,"Congo, Dem. Rep.",COD,..,13.7,..,..,10.8,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,"Congo, Rep.",COG,17.2,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Costa Rica,CRI,..,15.4,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Cote d'Ivoire,CIV,..,..,..,..,..,..,..,14.3,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Croatia,HRV,..,..,..,..,18.7,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Cuba,CUB,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Curacao,CUW,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Cyprus,CYP,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Czech Republic,CZE,18.4,..,..,..,11.6,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Denmark,DNK,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Djibouti,DJI,..,..,..,..,14.2,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Dominica,DMA,..,23.6,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Dominican Republic,DOM,..,11,..,..,..,..,..,21.2,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Early-demographic dividend,EAR,..,..,..,..,..,..,..,..,19.4244444444444,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,East Asia & Pacific,EAS,..,..,..,..,..,..,..,..,32.7461538461539,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,East Asia & Pacific (excluding high income),EAP,..,..,..,..,..,..,..,..,32.7461538461538,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,East Asia & Pacific (IDA & IBRD),TEA,..,..,..,..,..,..,..,..,32.7461538461538,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Ecuador,ECU,..,17,..,..,..,..,..,..,22.9,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,"Egypt, Arab Rep.",EGY,..,..,..,..,7.1,..,..,4.9,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,El Salvador,SLV,..,21.4,..,..,..,..,..,28,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Eritrea,ERI,7.6,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Estonia,EST,25.8,..,..,..,25.3,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Eswatini,SWZ,..,..,..,..,..,..,..,27.4,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Ethiopia,ETH,..,..,13.6,..,..,..,4.5,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Euro area,EMU,..,..,..,..,..,..,..,..,22.12,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Europe & Central Asia,ECS,..,..,..,..,..,..,..,..,18.92,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Europe & Central Asia (excluding high income),ECA,..,..,..,..,..,..,..,..,18.66,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Europe & Central Asia (IDA & IBRD),TEC,..,..,..,..,..,..,..,..,18.75,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,European Union,EUU,..,..,..,..,..,..,..,..,19.8666666666667,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Fiji,FJI,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Finland,FIN,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Fragile and conflict affected situations,FCS,..,..,..,..,..,..,..,..,12.5130434782609,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,France,FRA,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Gabon,GAB,11.5,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,"Gambia, The",GMB,..,..,..,..,..,..,..,..,..,9.6
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Georgia,GEO,..,..,..,..,32,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Germany,DEU,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Ghana,GHA,..,..,..,..,14.9,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Greece,GRC,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Greenland,GRL,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Grenada,GRD,..,24,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Guam,GUM,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Guatemala,GTM,..,15.7,..,..,..,..,..,..,18.5,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Guinea,GIN,..,..,..,..,..,..,..,5.8,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Guyana,GUY,..,17.7,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Haiti,HTI,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Heavily indebted poor countries (HIPC),HPC,..,..,..,..,..,..,..,..,15.3333333333333,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,High income,HIC,..,..,..,..,..,..,..,..,18.455,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Honduras,HND,..,31.7,..,..,..,..,..,28,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Hungary,HUN,13.8,..,..,..,20.4,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,IBRD only,IBD,..,..,..,..,..,..,..,..,18.6982142857143,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Iceland,ISL,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,IDA & IBRD total,IBT,..,..,..,..,..,..,..,..,18.5491071428571,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,IDA blend,IDB,..,..,..,..,..,..,..,..,21.2785714285714,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,IDA only,IDX,..,..,..,..,..,..,..,..,17.4404761904762,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,IDA total,IDA,..,..,..,..,..,..,..,..,18.4,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,India,IND,..,..,..,..,..,8.9,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Indonesia,IDN,31.2,..,..,..,..,..,22.1,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Iraq,IRQ,..,..,2.3,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Ireland,IRL,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Israel,ISR,..,..,..,..,10.1,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Italy,ITA,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Jamaica,JAM,..,24.1,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Japan,JPN,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Jordan,JOR,..,..,..,..,2.4,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Kazakhstan,KAZ,24.7,..,..,..,18.9,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Kenya,KEN,..,..,..,..,13.4,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Kosovo,XKX,0.3,..,..,..,7.2,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Kyrgyz Republic,KGZ,23,..,..,..,28.8,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Lao PDR,LAO,..,..,..,32.2,..,..,..,45.3,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Late-demographic dividend,LTE,..,..,..,..,..,..,..,..,20.8457142857143,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Latin America & Caribbean,LCN,..,..,..,..,..,..,..,..,21.6066666666667,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Latin America & Caribbean (excluding high income),LAC,..,..,..,..,..,..,..,..,23.0285714285714,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Latin America & Caribbean (IDA & IBRD),TLA,..,..,..,..,..,..,..,..,21.0571428571429,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Latvia,LVA,31.3,..,..,..,31.5,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Least developed countries: UN classification,LDC,..,..,..,..,..,..,..,..,17.375,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Lebanon,LBN,29.1,..,..,..,4.4,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Lesotho,LSO,21.6,..,..,..,..,..,..,36.2,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Liberia,LBR,29.9,..,..,..,..,..,..,..,20.4,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Lithuania,LTU,15.1,..,..,..,21,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Low & middle income,LMY,..,..,..,..,..,..,..,..,18.5903846153846,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Low income,LIC,..,..,..,..,..,..,..,..,13.256,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Lower middle income,LMC,..,..,..,..,..,..,..,..,20.2048780487805,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Madagascar,MDG,..,..,..,..,28.2,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Malawi,MWI,15.6,..,..,..,..,14.2,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Malaysia,MYS,..,..,..,..,..,..,26.3,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Mali,MLI,..,21,..,..,..,..,..,11.6,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Mauritania,MRT,..,..,..,..,..,4.5,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Mexico,MEX,..,14.6,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Middle East & North Africa,MEA,..,..,..,..,..,..,..,..,5.39,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Middle East & North Africa (excluding high income),MNA,..,..,..,..,..,..,..,..,4.86666666666667,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Middle East & North Africa (IDA & IBRD),TMN,..,..,..,..,..,..,..,..,5.325,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Middle income,MIC,..,..,..,..,..,..,..,..,20.2784810126582,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Moldova,MDA,20.6,..,..,..,25.7,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Mongolia,MNG,36.4,..,..,..,35.6,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Montenegro,MNE,24.5,..,..,..,19.3,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Morocco,MAR,..,..,..,..,4.3,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Mozambique,MOZ,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Myanmar,MMR,..,..,..,..,..,29.5,..,41.1,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Namibia,NAM,..,..,..,..,..,27.4,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..
